"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"1032","GO:0008352",0.0296616521497702,1,1,1,"katanin complex","CC",0.0424821378250837
"1943","GO:0030901",0.0296616521497702,1,1,1,"midbrain development","BP",0.0424821378250837
"1981","GO:0031109",0.0296616521497702,1,1,1,"microtubule polymerization or depolymerization","BP",0.0424821378250837
"1983","GO:0031111",0.0296616521497702,1,1,1,"negative regulation of microtubule polymerization or depolymerization","BP",0.0424821378250837
"1986","GO:0031114",0.0296616521497702,1,1,1,"regulation of microtubule depolymerization","BP",0.0424821378250837
"1988","GO:0031117",0.0296616521497702,1,1,1,"positive regulation of microtubule depolymerization","BP",0.0424821378250837
"2748","GO:0043243",0.0296616521497702,1,1,1,"positive regulation of protein-containing complex disassembly","BP",0.0424821378250837
"3524","GO:0051261",0.0296616521497702,1,1,1,"protein depolymerization","BP",0.0424821378250837
"3948","GO:0070840",0.0296616521497702,1,1,1,"dynein complex binding","MF",0.0424821378250837
"4513","GO:1901881",0.0296616521497702,1,1,1,"positive regulation of protein depolymerization","BP",0.0424821378250837
"147","GO:0001704",0.0300614236314052,1,1,1,"formation of primary germ layer","BP",0.0424821378250837
"148","GO:0001707",0.0300614236314052,1,1,1,"mesoderm formation","BP",0.0424821378250837
"426","GO:0004675",0.0300614236314052,1,1,1,"transmembrane receptor protein serine/threonine kinase activity","MF",0.0424821378250837
"442","GO:0005024",0.0300614236314052,1,1,1,"transforming growth factor beta-activated receptor activity","MF",0.0424821378250837
"443","GO:0005026",0.0300614236314052,1,1,1,"transforming growth factor beta receptor activity, type II","MF",0.0424821378250837
"881","GO:0007320",0.0300614236314052,1,1,1,"insemination","BP",0.0424821378250837
"910","GO:0007442",0.0300614236314052,1,1,1,"hindgut morphogenesis","BP",0.0424821378250837
"911","GO:0007443",0.0300614236314052,1,1,1,"Malpighian tubule morphogenesis","BP",0.0424821378250837
"957","GO:0007618",0.0300614236314052,1,1,1,"mating","BP",0.0424821378250837
"958","GO:0007620",0.0300614236314052,1,1,1,"copulation","BP",0.0424821378250837
"1234","GO:0010453",0.0300614236314052,1,1,1,"regulation of cell fate commitment","BP",0.0424821378250837
"1318","GO:0010862",0.0300614236314052,1,1,1,"positive regulation of pathway-restricted SMAD protein phosphorylation","BP",0.0424821378250837
"1387","GO:0015026",0.0300614236314052,1,1,1,"coreceptor activity","MF",0.0424821378250837
"1587","GO:0017002",0.0300614236314052,1,1,1,"activin-activated receptor activity","MF",0.0424821378250837
"1598","GO:0017145",0.0300614236314052,1,1,1,"stem cell division","BP",0.0424821378250837
"1647","GO:0019199",0.0300614236314052,1,1,1,"transmembrane receptor protein kinase activity","MF",0.0424821378250837
"1720","GO:0019955",0.0300614236314052,1,1,1,"cytokine binding","MF",0.0424821378250837
"1763","GO:0022611",0.0300614236314052,1,1,1,"dormancy process","BP",0.0424821378250837
"1865","GO:0030325",0.0300614236314052,1,1,1,"adrenal gland development","BP",0.0424821378250837
"1881","GO:0030501",0.0300614236314052,1,1,1,"positive regulation of bone mineralization","BP",0.0424821378250837
"1883","GO:0030509",0.0300614236314052,1,1,1,"BMP signaling pathway","BP",0.0424821378250837
"1886","GO:0030513",0.0300614236314052,1,1,1,"positive regulation of BMP signaling pathway","BP",0.0424821378250837
"1887","GO:0030514",0.0300614236314052,1,1,1,"negative regulation of BMP signaling pathway","BP",0.0424821378250837
"1894","GO:0030536",0.0300614236314052,1,1,1,"larval feeding behavior","BP",0.0424821378250837
"1895","GO:0030537",0.0300614236314052,1,1,1,"larval behavior","BP",0.0424821378250837
"1922","GO:0030718",0.0300614236314052,1,1,1,"germ-line stem cell population maintenance","BP",0.0424821378250837
"2138","GO:0032276",0.0300614236314052,1,1,1,"regulation of gonadotropin secretion","BP",0.0424821378250837
"2139","GO:0032278",0.0300614236314052,1,1,1,"positive regulation of gonadotropin secretion","BP",0.0424821378250837
"2237","GO:0032924",0.0300614236314052,1,1,1,"activin receptor signaling pathway","BP",0.0424821378250837
"2238","GO:0032925",0.0300614236314052,1,1,1,"regulation of activin receptor signaling pathway","BP",0.0424821378250837
"2239","GO:0032927",0.0300614236314052,1,1,1,"positive regulation of activin receptor signaling pathway","BP",0.0424821378250837
"2376","GO:0034673",0.0300614236314052,1,1,1,"inhibin-betaglycan-ActRII complex","CC",0.0424821378250837
"2382","GO:0034711",0.0300614236314052,1,1,1,"inhibin binding","MF",0.0424821378250837
"2510","GO:0036122",0.0300614236314052,1,1,1,"BMP binding","MF",0.0424821378250837
"2554","GO:0040018",0.0300614236314052,1,1,1,"positive regulation of multicellular organism growth","BP",0.0424821378250837
"2571","GO:0042078",0.0300614236314052,1,1,1,"germ-line stem cell division","BP",0.0424821378250837
"2659","GO:0042659",0.0300614236314052,1,1,1,"regulation of cell fate specification","BP",0.0424821378250837
"2660","GO:0042661",0.0300614236314052,1,1,1,"regulation of mesodermal cell fate specification","BP",0.0424821378250837
"2663","GO:0042713",0.0300614236314052,1,1,1,"sperm ejaculation","BP",0.0424821378250837
"2701","GO:0043053",0.0300614236314052,1,1,1,"dauer entry","BP",0.0424821378250837
"2708","GO:0043084",0.0300614236314052,1,1,1,"penile erection","BP",0.0424821378250837
"2746","GO:0043235",0.0300614236314052,1,1,1,"receptor complex","CC",0.0424821378250837
"3012","GO:0045667",0.0300614236314052,1,1,1,"regulation of osteoblast differentiation","BP",0.0424821378250837
"3013","GO:0045669",0.0300614236314052,1,1,1,"positive regulation of osteoblast differentiation","BP",0.0424821378250837
"3014","GO:0045704",0.0300614236314052,1,1,1,"regulation of salivary gland boundary specification","BP",0.0424821378250837
"3015","GO:0045705",0.0300614236314052,1,1,1,"negative regulation of salivary gland boundary specification","BP",0.0424821378250837
"3027","GO:0045778",0.0300614236314052,1,1,1,"positive regulation of ossification","BP",0.0424821378250837
"3169","GO:0046880",0.0300614236314052,1,1,1,"regulation of follicle-stimulating hormone secretion","BP",0.0424821378250837
"3170","GO:0046881",0.0300614236314052,1,1,1,"positive regulation of follicle-stimulating hormone secretion","BP",0.0424821378250837
"3218","GO:0048179",0.0300614236314052,1,1,1,"activin receptor complex","CC",0.0424821378250837
"3219","GO:0048185",0.0300614236314052,1,1,1,"activin binding","MF",0.0424821378250837
"3235","GO:0048332",0.0300614236314052,1,1,1,"mesoderm morphogenesis","BP",0.0424821378250837
"3236","GO:0048333",0.0300614236314052,1,1,1,"mesodermal cell differentiation","BP",0.0424821378250837
"3285","GO:0048619",0.0300614236314052,1,1,1,"embryonic hindgut morphogenesis","BP",0.0424821378250837
"3675","GO:0055115",0.0300614236314052,1,1,1,"entry into diapause","BP",0.0424821378250837
"3679","GO:0060011",0.0300614236314052,1,1,1,"Sertoli cell proliferation","BP",0.0424821378250837
"3725","GO:0060393",0.0300614236314052,1,1,1,"regulation of pathway-restricted SMAD protein phosphorylation","BP",0.0424821378250837
"3844","GO:0061525",0.0300614236314052,1,1,1,"hindgut development","BP",0.0424821378250837
"3851","GO:0061695",0.0300614236314052,1,1,1,"transferase complex, transferring phosphorus-containing groups","CC",0.0424821378250837
"3892","GO:0070169",0.0300614236314052,1,1,1,"positive regulation of biomineral tissue development","BP",0.0424821378250837
"4088","GO:0071772",0.0300614236314052,1,1,1,"response to BMP","BP",0.0424821378250837
"4089","GO:0071773",0.0300614236314052,1,1,1,"cellular response to BMP stimulus","BP",0.0424821378250837
"4110","GO:0072002",0.0300614236314052,1,1,1,"Malpighian tubule development","BP",0.0424821378250837
"4198","GO:0090101",0.0300614236314052,1,1,1,"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",0.0424821378250837
"4221","GO:0090288",0.0300614236314052,1,1,1,"negative regulation of cellular response to growth factor stimulus","BP",0.0424821378250837
"4350","GO:0098802",0.0300614236314052,1,1,1,"plasma membrane signaling receptor complex","CC",0.0424821378250837
"4353","GO:0098821",0.0300614236314052,1,1,1,"BMP receptor activity","MF",0.0424821378250837
"4561","GO:1902554",0.0300614236314052,1,1,1,"serine/threonine protein kinase complex","CC",0.0424821378250837
"4584","GO:1902911",0.0300614236314052,1,1,1,"protein kinase complex","CC",0.0424821378250837
"4684","GO:1903998",0.0300614236314052,1,1,1,"regulation of eating behavior","BP",0.0424821378250837
"4759","GO:1905770",0.0300614236314052,1,1,1,"regulation of mesodermal cell differentiation","BP",0.0424821378250837
"4766","GO:1905902",0.0300614236314052,1,1,1,"regulation of mesoderm formation","BP",0.0424821378250837
"4853","GO:2000380",0.0300614236314052,1,1,1,"regulation of mesoderm development","BP",0.0424821378250837
"85","GO:0000808",0.0301241791528464,1,1,1,"origin recognition complex","CC",0.0424821378250837
"494","GO:0005664",0.0301241791528464,1,1,1,"nuclear origin of replication recognition complex","CC",0.0424821378250837
"614","GO:0006270",0.0301241791528464,1,1,1,"DNA replication initiation","BP",0.0424821378250837
"1027","GO:0008327",0.0301241791528464,1,1,1,"methyl-CpG binding","MF",0.0424821378250837
"2079","GO:0031933",0.0301241791528464,1,1,1,NA,NA,0.0424821378250837
"2401","GO:0035064",0.0301241791528464,1,1,1,"methylated histone binding","MF",0.0424821378250837
"3896","GO:0070199",0.0301241791528464,1,1,1,"establishment of protein localization to chromosome","BP",0.0424821378250837
"3988","GO:0071168",0.0301241791528464,1,1,1,"protein localization to chromatin","BP",0.0424821378250837
"3989","GO:0071169",0.0301241791528464,1,1,1,"establishment of protein localization to chromatin","BP",0.0424821378250837
"4410","GO:0140030",0.0301241791528464,1,1,1,"modification-dependent protein binding","MF",0.0424821378250837
"4411","GO:0140034",0.0301241791528464,1,1,1,"methylation-dependent protein binding","MF",0.0424821378250837
"2041","GO:0031462",0.0303936014977686,1,1,1,"Cul2-RING ubiquitin ligase complex","CC",0.0424821378250837
"3546","GO:0051340",0.0303936014977686,1,1,1,"regulation of ligase activity","BP",0.0424821378250837
"3562","GO:0051438",0.0303936014977686,1,1,1,"regulation of ubiquitin-protein transferase activity","BP",0.0424821378250837
"419","GO:0004637",0.0306409172744561,1,1,1,"phosphoribosylamine-glycine ligase activity","MF",0.0424821378250837
"422","GO:0004641",0.0306409172744561,1,1,1,"phosphoribosylformylglycinamidine cyclo-ligase activity","MF",0.0424821378250837
"423","GO:0004644",0.0306409172744561,1,1,1,"phosphoribosylglycinamide formyltransferase activity","MF",0.0424821378250837
"680","GO:0006544",0.0306409172744561,1,1,1,"glycine metabolic process","BP",0.0424821378250837
"726","GO:0006760",0.0306409172744561,1,1,1,"folic acid-containing compound metabolic process","BP",0.0424821378250837
"1134","GO:0009396",0.0306409172744561,1,1,1,"folic acid-containing compound biosynthetic process","BP",0.0424821378250837
"1542","GO:0016742",0.0306409172744561,1,1,1,"hydroxymethyl-, formyl- and related transferase activity","MF",0.0424821378250837
"1578","GO:0016882",0.0306409172744561,1,1,1,"cyclo-ligase activity","MF",0.0424821378250837
"2619","GO:0042398",0.0306409172744561,1,1,1,"cellular modified amino acid biosynthetic process","BP",0.0424821378250837
"2642","GO:0042558",0.0306409172744561,1,1,1,"pteridine-containing compound metabolic process","BP",0.0424821378250837
"2643","GO:0042559",0.0306409172744561,1,1,1,"pteridine-containing compound biosynthetic process","BP",0.0424821378250837
"3142","GO:0046653",0.0306409172744561,1,1,1,"tetrahydrofolate metabolic process","BP",0.0424821378250837
"3143","GO:0046654",0.0306409172744561,1,1,1,"tetrahydrofolate biosynthetic process","BP",0.0424821378250837
"54","GO:0000413",0.0306416270928376,1,1,1,"protein peptidyl-prolyl isomerization","BP",0.0424821378250837
"381","GO:0003755",0.0306416270928376,1,1,1,"peptidyl-prolyl cis-trans isomerase activity","MF",0.0424821378250837
"1442","GO:0016018",0.0306416270928376,1,1,1,"cyclosporin A binding","MF",0.0424821378250837
"1573","GO:0016853",0.0306416270928376,1,1,1,"isomerase activity","MF",0.0424821378250837
"1574","GO:0016859",0.0306416270928376,1,1,1,"cis-trans isomerase activity","MF",0.0424821378250837
"272","GO:0002685",0.0306799129048615,1,1,1,"regulation of leukocyte migration","BP",0.0424821378250837
"273","GO:0002688",0.0306799129048615,1,1,1,"regulation of leukocyte chemotaxis","BP",0.0424821378250837
"468","GO:0005432",0.0306799129048615,1,1,1,"calcium:sodium antiporter activity","MF",0.0424821378250837
"743","GO:0006814",0.0306799129048615,1,1,1,"sodium ion transport","BP",0.0424821378250837
"750","GO:0006851",0.0306799129048615,1,1,1,"mitochondrial calcium ion transmembrane transport","BP",0.0424821378250837
"1394","GO:0015081",0.0306799129048615,1,1,1,"sodium ion transmembrane transporter activity","MF",0.0424821378250837
"1403","GO:0015291",0.0306799129048615,1,1,1,"secondary active transmembrane transporter activity","MF",0.0424821378250837
"1404","GO:0015297",0.0306799129048615,1,1,1,"antiporter activity","MF",0.0424821378250837
"1405","GO:0015298",0.0306799129048615,1,1,1,"solute:cation antiporter activity","MF",0.0424821378250837
"1407","GO:0015368",0.0306799129048615,1,1,1,"calcium:cation antiporter activity","MF",0.0424821378250837
"1410","GO:0015491",0.0306799129048615,1,1,1,"cation:cation antiporter activity","MF",0.0424821378250837
"1807","GO:0030061",0.0306799129048615,1,1,1,"mitochondrial crista","CC",0.0424821378250837
"2484","GO:0035725",0.0306799129048615,1,1,1,"sodium ion transmembrane transport","BP",0.0424821378250837
"3389","GO:0050770",0.0306799129048615,1,1,1,"regulation of axonogenesis","BP",0.0424821378250837
"3434","GO:0050920",0.0306799129048615,1,1,1,"regulation of chemotaxis","BP",0.0424821378250837
"3499","GO:0051209",0.0306799129048615,1,1,1,"release of sequestered calcium ion into cytosol","BP",0.0424821378250837
"3530","GO:0051283",0.0306799129048615,1,1,1,"negative regulation of sequestering of calcium ion","BP",0.0424821378250837
"3727","GO:0060402",0.0306799129048615,1,1,1,"calcium ion transport into cytosol","BP",0.0424821378250837
"4178","GO:0086038",0.0306799129048615,1,1,1,"calcium:sodium antiporter activity involved in regulation of cardiac muscle cell membrane potential","MF",0.0424821378250837
"4295","GO:0097553",0.0306799129048615,1,1,1,"calcium ion transmembrane import into cytosol","BP",0.0424821378250837
"4369","GO:0099093",0.0306799129048615,1,1,1,"calcium export from the mitochondrion","BP",0.0424821378250837
"4382","GO:0099516",0.0306799129048615,1,1,1,NA,NA,0.0424821378250837
"4493","GO:1901623",0.0306799129048615,1,1,1,"regulation of lymphocyte chemotaxis","BP",0.0424821378250837
"4501","GO:1901660",0.0306799129048615,1,1,1,"calcium ion export","BP",0.0424821378250837
"4566","GO:1902667",0.0306799129048615,1,1,1,"regulation of axon guidance","BP",0.0424821378250837
"4761","GO:1905815",0.0306799129048615,1,1,1,"regulation of dorsal/ventral axon guidance","BP",0.0424821378250837
"4855","GO:2000401",0.0306799129048615,1,1,1,"regulation of lymphocyte migration","BP",0.0424821378250837
"4903","GO:2001256",0.0306799129048615,1,1,1,"regulation of store-operated calcium entry","BP",0.0424821378250837
"17","GO:0000096",0.031129984202889,1,1,1,"sulfur amino acid metabolic process","BP",0.0424821378250837
"18","GO:0000097",0.031129984202889,1,1,1,"sulfur amino acid biosynthetic process","BP",0.0424821378250837
"253","GO:0002437",0.031129984202889,1,1,1,"inflammatory response to antigenic stimulus","BP",0.0424821378250837
"254","GO:0002439",0.031129984202889,1,1,1,"chronic inflammatory response to antigenic stimulus","BP",0.0424821378250837
"267","GO:0002544",0.031129984202889,1,1,1,"chronic inflammatory response","BP",0.0424821378250837
"393","GO:0004013",0.031129984202889,1,1,1,"adenosylhomocysteinase activity","MF",0.0424821378250837
