,Gene,Dispersion,AIC,logLik,meanExp,X.Intercept.,TreatmentVariable,OriginFlat,TreatmentVariable.OriginFlat,se_.Intercept.,se_TreatmentVariable,se_OriginFlat,se_TreatmentVariable.OriginFlat,Chisq_Treatment,Chisq_Origin,Chisq_Treatment.Origin,Df_Treatment,Df_Origin,Df_Treatment.Origin,P_Treatment,P_Origin,P_Treatment.Origin,Treatment,Origin,Treatment.Origin,Stable_OriginFC,Variable_OriginFC,maxGroupFC,col,RF13B,RF13D,RF14B,RF14C,RF15B,RF15D,RF17B,RF17D,RF18B,RF18D,RF19B,RF19C,RF20B,RF20C,RF22B,RF22C,RF23A,RF23C,RF24B,RF24D,RF25A,RF25C,RS11B,RS11D,RS12A,RS12C,RS13A,RS13C,RS14B,RS14C,RS15B,RS15D,RS1B,RS1C,RS2B,RS2C,RS3B,RS3D,RS6A,RS6D,RS7B,RS7C,RS8B,RS8C,RS9A,RS9C,y_Stable_Slope,y_Variable_Slope,y_Stable_Flat,y_Variable_Flat,xall_1,xall_2,xall_3,yall
2083,Pocillopora_acuta_HIv2___RNAseq.g18205.t1,0.203864804,355.1710482,-171.5855241,4.348724232,2.878432954,0.182178579,0.235790837,-0.087108159,0.167206712,0.206665009,0.230361774,0.296373639,0.891347358,1.211125422,0.086385037,1,1,1,0.345112448,0.271109349,0.768824143,1,0.405655066,0.99942793,-0.323952361,-0.205554231,Stable,Not Significant,27.73769678,28.45176786,16.00669422,24.54270188,12.10063643,16.85564639,32.62606831,23.36173034,19.96073197,35.67462697,22.58512793,19.59301423,30.068541,27.37957889,22.43334779,21.22334725,37.20265603,11.75412872,13.68560519,13.84067622,29.03420803,28.18682656,12.66909967,21.6893523,46.94236391,20.13710902,37.18928856,40.03271801,14.58267472,7.914909328,11.1815244,9.202583289,20.47042737,12.47942664,14.07363421,27.68930629,27.22482239,23.98574967,3.087222896,3.193690911,39.58301984,8.190408596,23.38752185,31.77317508,13.81310341,11.66517972,17.78637925,21.34060364,22.51594648,24.76160357,0.916577954,1.160304741,1.160304741,1.265909501
451,Pocillopora_acuta_HIv2___RNAseq.g16743.t1,0.375668441,392.7923611,-190.3961806,4.451980474,3.175011011,-0.010063527,0.235611511,-0.017710752,0.186516789,0.263841241,0.268220287,0.3794785,0.009646213,1.428341904,0.00217821,1,1,1,0.921761463,0.232035231,0.96277521,1,0.376116781,0.99942793,-0.327715095,-0.302876821,Stable,Not Significant,20.54644206,35.31943596,18.83140496,0,33.2767502,36.37271063,23.6257736,36.21068203,29.3540176,14.49281721,31.93069811,24.20313522,20.81668223,26.46692626,23.98047523,25.26588958,39.16069056,44.07798268,36.16909944,39.79194413,29.03420803,41.8256136,0,14.09807899,0,0,36.21062307,25.73531872,25.51968076,28.14189983,30.96422142,35.4956784,32.98013299,25.91880918,23.74925773,27.68930629,18.47398662,27.82346961,46.30834343,33.00147275,26.38867989,19.11095339,17.09088135,25.23163904,32.23057462,22.5526808,23.92708333,23.68750004,30.28409091,29.45454545,0.982445161,1.243463658,1.243463658,1.265682511
532,Pocillopora_acuta_HIv2___RNAseq.g8389.t1,0.880091691,425.3826689,-206.6913345,4.484529693,3.333319968,0.116998211,0.235572336,-0.079590125,0.276249702,0.390256116,0.398603836,0.563336823,0.078396826,0.482854033,0.019960991,1,1,1,0.779481853,0.487132393,0.887646086,1,0.522193617,0.99942793,-0.329391189,-0.218611396,Stable,Not Significant,48.28413884,47.09258129,0,0,38.31868204,37.25984991,43.87643669,43.21920113,41.09562463,62.43059719,36.6034832,39.18602845,45.1028115,44.71997886,37.90462213,44.46796566,31.32855245,32.32385397,36.16909944,40.6569864,32.09044045,0,44.8291219,65.06805689,21.43020961,34.14553268,30.33863014,30.50111848,33.54015186,0,24.94340059,0,23.88216527,34.55841224,0,20.76697972,36.94797325,66.20066908,46.30834343,0,46.18018981,21.84108959,31.48320249,23.36262874,44.89258607,25.66339539,28.03125024,31.51041667,35.47727332,36.82954548,0.923494786,1.16880541,1.16880541,1.265632928
1812,Pocillopora_acuta_HIv2___TS.g454.t1,0.109215096,262.4395772,-125.2197886,3.135757248,2.010851954,0.035272718,0.235427314,-0.034324091,0.149919053,0.199980836,0.20783638,0.281504061,0.016268761,2.05263709,0.014867186,1,1,1,0.89850585,0.151942811,0.90295361,1,0.305666965,0.99942793,-0.303468953,-0.259734493,Stable,Not Significant,11.30054313,10.79204988,22.59768595,11.73781394,5.041931848,10.6456714,6.750221029,9.344692137,7.044964223,4.459328371,8.566772663,9.220241989,8.095376423,7.301221038,10.05632832,13.13826258,3.916069056,6.856575084,9.775432281,11.24554943,6.876522954,9.092524695,9.745461282,3.253402845,4.081944687,11.38184423,5.871992931,13.34423934,8.749604832,5.276606219,12.04164166,18.40516658,5.686229825,1.919911791,5.27761283,4.614884382,8.750835769,8.63486988,7.718057239,6.387381823,3.298584986,5.460272397,10.79424085,8.410546346,9.208735605,3.888393241,7.469678459,7.737856194,9.452500108,9.461471256,0.966258298,1.222750982,1.222750982,1.265449398
262,Pocillopora_acuta_HIv2___RNAseq.g2170.t1,0.158676445,384.0617858,-186.0308929,4.869109062,3.341462121,0.139777968,0.234452218,-0.218840452,0.127168438,0.178770699,0.182047993,0.25711403,0.069949653,0.941533021,0.724442061,1,1,1,0.791410099,0.331883899,0.394690687,1,0.444565881,0.99942793,-0.327901456,-0.021855754,Stable,Not Significant,39.03823991,45.1303904,27.30553719,35.21344183,33.2767502,26.61417851,40.50132618,35.04259551,48.14058886,40.13395534,43.61266083,41.49108895,26.59909396,37.41875782,0,31.32970308,34.26560424,32.32385397,31.2813833,39.79194413,30.56232424,28.18682656,36.05820674,33.61849606,30.61458516,30.64342676,37.18928856,24.78215877,19.68661087,17.5886874,30.10410416,34.18102364,37.52911685,0,38.70249408,28.84302739,27.22482239,35.49890951,29.32861751,24.48496365,24.18962323,31.85158899,42.27744334,44.85624718,34.53275852,25.66339539,28.26041667,32.5,35.72727273,33.01136364,0.803449896,1.015734266,1.015734266,1.264216064
1304,Pocillopora_acuta_HIv2___RNAseq.g7015.t1,0.035460954,382.1643178,-185.0821589,5.703413051,3.866153723,0.043292725,0.234364061,-0.186516181,0.080621346,0.096547357,0.114679805,0.138078535,0.481071745,2.378355911,1.824654685,1,1,1,0.487937261,0.123026964,0.176760214,1,0.273099276,0.99942793,-0.331920734,-0.067704292,Stable,Not Significant,55.47539356,74.5632537,60.26049587,60.82321771,30.25159109,57.66405343,51.75169456,70.08519102,36.39898182,63.54542928,40.49747077,42.6436192,43.94632915,48.37058938,67.30004338,59.62749941,48.9508632,51.91406849,47.89961818,70.06842336,64.94493901,64.55692534,38.98184513,54.22338074,53.06528094,49.02948282,42.082616,46.70483768,58.33069888,64.19870899,36.12492499,31.55171413,45.4898386,43.1980153,74.76618175,62.30093916,48.61575427,33.58004953,57.11362357,36.19516366,49.4787748,45.50226998,42.27744334,55.13580382,55.25241363,41.21696835,47.75834054,49.87133791,60.37153889,52.31558543,0.829845134,1.049011068,1.049011068,1.264104619
1889,Pocillopora_acuta_HIv2___RNAseq.g30459.t1,0.132390117,361.5980792,-174.7990396,4.70256539,3.168021031,0.213540376,0.233176351,-0.282533248,0.12058085,0.168538126,0.172062488,0.242390275,0.40352244,0.561449027,1.358653587,1,1,1,0.525275706,0.453676996,0.243770963,1,0.508046598,0.99942793,-0.324232623,0.068809158,Stable,Not Significant,33.9016294,23.54629064,31.07181818,29.87807186,13.1090228,17.74278567,34.87614198,22.19364382,36.39898182,45.7081158,21.80633042,39.18602845,43.94632915,30.11753678,17.01840177,30.3190675,26.43346613,27.42630034,28.34875361,42.38707092,17.57333644,21.82205927,14.61819192,26.02722276,39.7989607,21.0126355,33.27462661,28.59479858,37.91495427,0,23.22316607,24.97844035,50.03882246,30.71858865,18.4716449,19.61325863,33.05871291,37.41776948,21.61056027,12.77476365,28.58773655,20.93104419,26.98560213,22.42812359,19.56856316,31.88482458,23.76041667,29.41666667,30,28,0.753871577,0.95184136,0.95184136,1.262604121
1177,Pocillopora_acuta_HIv2___RNAseq.g155.t1,0.045536601,520.0327846,-254.0163923,8.040397847,5.441494865,0.138680364,0.23310311,-0.155219323,0.074562231,0.091107498,0.106962901,0.131322098,0.950495774,3.393059215,1.397062845,1,1,1,0.329593134,0.065471369,0.237215966,1,0.192257403,0.99942793,-0.335001927,-0.111956291,Stable,Not Significant,264.0217804,221.7275702,343.6731405,336.1283084,199.6605012,234.2047709,310.5101673,348.0897821,334.6358006,376.8132473,278.0307128,312.3356974,334.223398,361.4104414,283.1243204,260.7439805,241.8172642,234.1030636,247.3184367,282.8688202,212.4081535,261.8647112,292.3638385,292.806256,365.3340495,211.8774079,279.8983297,253.5405474,299.6739655,221.6174612,179.7645077,141.9827136,309.3309025,219.8299001,228.6965559,258.4335254,228.4940451,223.5471869,236.1725515,142.6515274,193.5169859,202.9401241,326.5257858,316.7972457,252.0891372,232.5259158,230.7869209,265.1180579,291.3711762,286.591832,0.856227367,1.080997025,1.080997025,1.26251165
1483,Pocillopora_acuta_HIv2___TS.g5838.t1,0.838526277,319.8119208,-153.9059604,2.989869521,1.988159696,0.538401935,0.232771544,-0.243654866,0.285112989,0.397275254,0.409125242,0.572274036,2.167417999,0.143166397,0.181276745,1,1,1,0.140962737,0.705153258,0.670278315,1,0.602768982,0.99942793,-0.299272274,0.014533277,Stable,Not Significant,9.245898926,9.810954435,18.83140496,11.73781394,14.11740917,11.53281069,14.6254789,12.84895169,16.43824985,0,9.345570178,0,0,0,9.282764604,17.18080492,13.70624169,13.71315017,9.775432281,10.38050716,13.75304591,11.8202821,9.745461282,0,9.184375547,9.630791269,14.67998233,0,8.749604832,8.794343698,13.76187619,0,0,0,14.07363421,10.38348986,10.69546594,0,13.89250303,12.77476365,19.79150992,12.74063559,9.894720783,5.607030897,26.47511486,19.4419662,7.302083333,12.51041667,9.215909091,12.375,0.783758089,0.989175687,0.989175687,1.262093114
771,Pocillopora_acuta_HIv2___RNAseq.g3781.t1a,0.031027758,542.9099122,-265.4549561,8.65942602,5.85825126,0.153358165,0.232607288,-0.135953368,0.057707444,0.075013551,0.082863354,0.10817896,2.650237017,6.887970824,1.579408006,1,1,1,0.103534458,0.008677772,0.208845986,1,0.057822036,0.99942793,-0.334728379,-0.139117229,Stable,Not Significant,408.874197,362.0242186,435.9470248,396.9515261,341.8429793,364.6142455,465.765251,488.2601641,493.1474956,520.6265873,430.6750257,319.2508789,488.0355501,555.8054515,338.820908,432.5520296,477.7604248,461.3495521,502.4572192,445.4967658,385.0852854,493.724091,320.6256762,348.1141044,555.1444775,319.5671648,521.6287054,432.7346185,374.0456066,329.7878887,370.7105398,273.4481891,357.095233,297.5863276,338.6468232,350.7312131,382.1198286,354.0296651,430.6675939,302.3360729,421.1193499,310.3254813,450.6595556,434.5448945,376.4070679,335.957176,350.1113548,408.1396623,441.8005556,449.557311,0.872883336,1.101479108,1.101479108,1.261885824
2466,Pocillopora_acuta_HIv2___RNAseq.g12424.t1,0.072687109,474.4820643,-231.2410322,6.851632517,4.589310943,0.244694236,0.232559221,-0.179796284,0.090996261,0.117315495,0.129508503,0.169202421,3.51086706,2.122923381,1.129141258,1,1,1,0.06096754,0.145109334,0.287958584,1,0.298268141,0.99942793,-0.332498073,-0.07553555,Stable,Not Significant,131.4972292,101.0528307,119.5794215,119.5122874,68.57027313,94.03676406,131.6293101,155.3555068,119.7643918,171.6841423,144.8563378,103.7277224,91.36210534,129.5966734,168.6368903,114.2018209,158.6007968,115.5822657,107.5297551,96.01969127,136.0023429,172.7579692,72.11641349,101.9399558,173.4826492,97.18343917,158.5438091,136.3018732,113.7448628,95.85834631,88.59207796,81.50859484,146.7047295,69.11682447,147.7731592,83.06791888,175.9890305,80.59211888,104.9655785,50.03449094,115.4504745,71.89358657,119.6361695,144.8482982,88.6340802,133.7607275,98.42658523,125.7134586,124.1971427,132.5245771,0.835440387,1.054179709,1.054179709,1.261825171
2151,Pocillopora_acuta_HIv2___RNAseq.g9740.t1,0.026050878,460.3082918,-224.1541459,7.236288308,4.893109985,0.132049081,0.232554254,-0.188613355,0.059068321,0.074436787,0.084423837,0.106766924,0.57211587,4.467676658,3.120839381,1,1,1,0.449419349,0.03454193,0.077296957,1,0.130959053,0.99942793,-0.333275308,-0.06298841,Stable,Not Significant,175.6720796,154.0319846,161.9500826,209.146503,122.0147507,154.3622353,140.6296048,193.9023618,177.2982663,182.8324632,133.174375,157.8966441,179.2547637,180.7052207,140.0150328,164.7336001,138.0414342,109.7052013,159.3395462,168.6832414,156.6319117,179.1227365,163.7237495,134.4739842,164.2982737,95.43238621,188.8824393,138.2081931,158.9511545,156.5393178,106.6545405,144.6120231,169.4496488,109.4349721,166.2448041,114.2183885,143.9026326,123.7664683,94.16029832,122.4248183,153.933966,128.3164013,154.7174522,134.5687415,139.282126,157.8687656,133.3677013,152.1944632,168.2858865,159.0311293,0.828106628,1.044920597,1.044920597,1.261818903
358,Pocillopora_acuta_HIv2___TS.g22176.t1,0.522957908,601.6955386,-294.8477693,7.612035835,5.187234514,0.142681431,0.232210094,-0.096584665,0.276990577,0.299278238,0.395051777,0.433317239,0.199080068,0.309460624,0.049682612,1,1,1,0.655464416,0.578011357,0.823616476,1,0.557314971,0.99942793,-0.333346278,-0.194783707,Stable,Not Significant,153.0709933,106.9394033,278.7047934,224.0855389,87.72961415,164.1207675,249.7581781,306.0386675,206.6522839,303.2343292,176.7870359,192.4725515,227.8270222,308.4765888,114.4874301,108.1380074,247.6913678,176.3119307,151.5192004,166.0881146,1152.199624,799.2329207,83.81096702,134.4739842,622.4965648,316.0650589,339.5969245,274.5100664,623.4093443,591.8593309,67.94926368,67.04739253,111.4501046,73.91660395,406.3761879,338.040281,115.7054952,126.6447582,180.6025394,84.10052733,48.37924647,26.39131659,480.343718,514.9123374,102.4471836,164.0901948,178.9729209,206.4206228,225.753706,236.4038035,0.907933024,1.145252835,1.145252835,1.26138471
860,Pocillopora_acuta_HIv2___RNAseq.g23788.t1,0.272095349,353.4972097,-170.7486049,4.100666959,2.829530099,0.214992339,0.232160142,-0.365691535,0.166116488,0.2328897,0.237878104,0.336024304,0.054887933,0.084689379,1.184372822,1,1,1,0.814766262,0.771040309,0.276467571,1,0.621061198,0.99942793,-0.31817596,0.183307213,Stable,Not Significant,13.35518734,25.50848153,8.474132232,21.3414799,17.14256828,27.50131779,38.2512525,26.86598989,23.48321408,21.18180976,0,20.74554447,28.91205865,16.42774734,6.962073453,19.20207608,19.58034528,11.75412872,25.41612393,25.95126791,22.15768507,17.27579692,20.46546869,18.43594945,24.49166812,9.630791269,24.46663721,22.87583886,17.49920966,12.31208118,15.48211071,0,15.92144351,33.59845634,26.38806415,27.68930629,13.6124112,0,26.24139461,28.7432182,23.0900949,9.100453996,20.68896164,18.69010299,24.17293096,16.33125161,16.93750001,21,21.36363636,18.375,0.693716756,0.875,0.875,1.261321704
1777,Pocillopora_acuta_HIv2___TS.g28083.t2,0.025527443,429.6613111,-208.8306556,6.74470997,4.539440661,0.120660739,0.231482611,-0.123408579,0.062820928,0.077073785,0.089518226,0.110257028,1.199255342,5.821276077,1.252789606,1,1,1,0.273470562,0.015833454,0.263020346,1,0.08274008,0.99942793,-0.330805237,-0.154531433,Stable,Not Significant,129.442585,114.7881669,123.3457025,141.9208413,87.72961415,113.5538283,86.62783654,123.8171708,118.5902311,120.401866,137.8471601,102.5751921,113.3352699,108.6056629,107.5253567,121.27627,124.3351925,95.99205117,104.5971254,107.2652407,102.3837862,145.4803951,92.58188218,123.6293081,115.3149374,75.29527719,118.4185241,122.0044739,109.3700604,95.85834631,83.43137439,69.67670204,103.4893828,77.75642753,109.0706651,113.0646674,91.39761803,102.6590086,101.8783556,73.45489096,92.36037962,63.70317797,126.83233,87.84348405,119.7135629,98.76518832,93.63840986,105.6467942,118.0281637,117.7042864,0.883902445,1.114130224,1.114130224,1.260467408
2291,Pocillopora_acuta_HIv2___RNAseq.g3876.t1,0.048566909,407.7025384,-197.8512692,6.072717261,4.142240191,-0.032675685,0.231232831,-0.058800575,0.07905611,0.104084956,0.112304692,0.148602993,0.685213881,5.700210377,0.156569814,1,1,1,0.407797104,0.01696288,0.692334444,1,0.085995203,0.99942793,-0.32893311,-0.245072185,Stable,Not Significant,54.44807145,79.46873092,47.0785124,86.43299359,79.6625232,72.74542125,76.502505,74.75753709,86.88789209,70.23442184,65.41899125,63.38916367,58.98059965,77.57547353,75.80924426,81.86148224,67.55219121,56.81162212,94.82169313,113.3205365,59.59653227,89.10674201,55.54912931,40.12530175,52.04479476,44.65185043,81.22923554,91.50335545,41.56062295,43.97171849,55.04750475,43.38360693,54.58780632,60.47722141,81.80299886,61.14721807,57.36659004,66.20066908,71.0061266,61.74469095,68.17075638,57.33286017,72.86112576,89.71249435,40.28821827,73.10179293,62.94366948,60.9201814,79.31862921,72.38483103,0.942894787,1.188191325,1.188191325,1.260152607
53,Pocillopora_acuta_HIv2___TS.g6615.t1,0.17851143,364.0115449,-176.0057724,4.313769324,3.064655698,-0.035629697,0.231181168,-0.233152425,0.1369858,0.194090924,0.195858165,0.279106066,1.131700764,0.695507544,0.697816641,1,1,1,0.287412853,0.404297354,0.403518309,1,0.482029281,0.99942793,-0.320184819,0.002712604,Stable,Not Significant,21.57376416,18.64081343,15.06512397,23.47562789,17.14256828,32.82415349,23.6257736,16.35321124,11.74160704,23.41147395,15.5759503,21.89807472,13.87778815,20.99101048,27.84829381,14.14889817,25.45444886,38.20091832,15.64069165,39.79194413,24.44985939,39.09785619,35.08366061,17.35148184,14.28680641,38.52316508,12.72265135,16.20371919,24.79054703,0,14.62199345,14.46120231,20.47042737,18.23916201,32.54527912,20.76697972,19.44630171,24.94517965,0,31.93690911,18.69198159,17.29086259,19.78944157,15.88658754,23.02183901,31.10714593,21.42708333,20.67708333,27,20.63636364,0.792032839,0.998030685,0.998030685,1.260087506
2613,Pocillopora_acuta_HIv2___RNAseq.g28905.t1,0.071052709,347.0084009,-167.5042004,4.978918972,3.349909431,0.015747384,0.231059098,-0.055624733,0.098666139,0.13284435,0.139125331,0.189077371,0.015277792,3.95442748,0.086547946,1,1,1,0.901629328,0.046748218,0.768612475,1,0.156949732,0.99942793,-0.323222974,-0.245327111,Stable,Not Significant,43.14752832,39.24381774,36.72123967,23.47562789,45.37738663,53.22835701,39.37628934,47.8915472,37.57314252,31.2152986,21.80633042,19.59301423,30.068541,33.7681473,30.16898496,31.32970308,29.37051792,29.38532179,25.41612393,38.92690187,29.79826613,42.73486607,36.05820674,39.04083413,28.57361281,13.13289718,26.42396819,22.87583886,23.33227955,16.70925303,24.08328333,30.23705938,20.47042737,28.79867686,26.38806415,33.45791177,20.41861679,20.14802972,30.87222896,31.93690911,20.89103825,35.49177058,44.07648349,51.39778322,47.19476998,18.66428756,28.50015231,28.95250751,35.90830226,34.50454936,0.945894032,1.191763765,1.191763765,1.259933697
1323,Pocillopora_acuta_HIv2___RNAseq.g2049.t1,1.808059031,308.3753384,-148.1876692,2.551712932,2.083340182,0.172327991,0.230544466,-0.398284484,0.401308209,0.566086901,0.578278949,0.818199089,0.002009961,0.0059632,0.23695659,1,1,1,0.964240746,0.938447134,0.626412919,1,0.659900343,0.99942793,-0.299333354,0.217217756,Stable,Not Significant,19.51911996,15.6975271,0,8.53659196,0,8.871392835,0,14.0170382,0,0,17.91234284,0,10.40834112,4.563263149,8.509200887,13.13826258,25.45444886,13.71315017,0,21.62605659,0,7.274019756,10.72000741,10.84467615,13.26632023,13.13289718,0,7.625279621,10.2078723,0,0,0,35.25462492,8.639603059,12.31442994,17.30581643,10.69546594,7.675439893,12.34889158,4.258254548,0,0,10.79424085,8.410546346,0,13.99821567,8.03125,9.541666667,10.11363636,8.068181818,0.671470978,0.84557364,0.84557364,1.259285462
1952,Pocillopora_acuta_HIv2___RNAseq.g25866.t1,1.359594726,298.8036125,-143.4018062,2.520810256,2.083340182,-0.062896981,0.230544466,-0.464926162,0.351675642,0.498020968,0.506225853,0.720730199,0.626246057,1.07E-05,0.416123776,1,1,1,0.428735638,0.997388641,0.518877569,1,0.672994785,0.99942793,-0.299333354,0.294205883,Stable,Not Significant,10.27322103,9.810954435,0,8.53659196,0,15.08136782,0,24.52981686,0,0,9.345570178,0,10.40834112,13.68978945,7.73563717,14.14889817,0,4.897553631,10.75297551,11.24554943,9.932755378,7.274019756,6.821822897,0,0,17.51052958,8.807989396,8.578439574,10.93700604,11.43264681,14.62199345,9.202583289,7.960721756,0,8.796021383,10.38348986,0,12.47258983,0,8.516509097,10.99528329,0,13.49280107,11.21406179,0,3.888393241,8.03125,7.541666668,10.11363636,5.965909434,0.628181487,0.791059814,0.791059814,1.259285462
487,Pocillopora_acuta_HIv2___RNAseq.g6739.t1,0.195555242,381.1944059,-184.5972029,4.700160102,3.317211726,0.012012156,0.23031361,-0.286690144,0.138987077,0.196465585,0.199281026,0.283226502,0.791974284,0.389555786,1.024608014,1,1,1,0.373503812,0.532532992,0.311428463,1,0.538523286,0.99942793,-0.321851618,0.078443539,Stable,Not Significant,0,19.62190887,20.71454545,27.74392387,47.39415937,39.92126776,0,33.874509,41.09562463,31.2152986,18.69114036,40.3385587,28.91205865,35.59345256,21.65978408,40.42542333,34.26560424,54.85260067,39.10172912,35.46673281,25.9779756,20.9128068,41.90548351,23.85828753,20.40972344,19.26158254,40.12528503,26.68847867,17.49920966,21.98585924,26.66363511,23.6637856,25.01941123,24.95885328,36.94328981,47.30256492,21.39093188,46.05263936,29.32861751,19.16214547,26.38867989,14.56072639,26.08608206,28.03515449,20.71965511,28.77410998,27.58333333,27.91666667,34.72727273,26.38636365,0.750744315,0.945183176,0.945183176,1.258994782
