"","GOterm","ParentTerm","Factor","term","bh_adjust_Up","bh_adjust_Down","bh_adjust_Biomin"
"1193","GO:0048519","negative regulation of transcription by RNA polymerase II","Down, Up, Biomin","negative regulation of biological process",3.0920974928563e-315,3.08308146259777e-277,1.21997574819128e-11
"1194","GO:0048522","positive regulation of transcription by RNA polymerase II","Down, Up, Biomin","positive regulation of cellular process",4.84641991607084e-308,1.43172468603678e-253,4.37359367155759e-12
"1195","GO:0048523","negative regulation of transcription by RNA polymerase II","Down, Up, Biomin","negative regulation of cellular process",7.03358385152548e-286,2.64099974143569e-232,1.46564961965842e-09
"1196","GO:0048545","IRE1-mediated unfolded protein response","Down, Up","response to steroid hormone",6.95675599547398e-21,1.40886876591951e-18,NA
"1197","GO:0048546","epithelial tube morphogenesis","Down, Up","digestive tract morphogenesis",1.63857195904867e-12,5.77815645182295e-09,NA
"1198","GO:0048562","vulval development","Down, Up","embryonic organ morphogenesis",2.47232169220389e-22,3.76525944618619e-20,NA
"1199","GO:0048563","nematode larval development","Down, Up","post-embryonic animal organ morphogenesis",3.59034024688753e-33,2.32311217860284e-22,NA
"1200","GO:0048565","nervous system development","Down, Up, Biomin","digestive tract development",9.26214645372284e-22,4.59974093866541e-16,3.64518741758092e-06
"1201","GO:0048568","vulval development","Down, Up","embryonic organ development",2.10550130474916e-36,4.28812943798637e-28,NA
"1202","GO:0048569","vulval development","Down, Up","post-embryonic animal organ development",2.82390617172229e-43,3.81561511845126e-33,NA
"1203","GO:0048580","regulation of multicellular organismal process","Down, Up","regulation of post-embryonic development",7.89763382175054e-12,1.04690954663722e-12,NA
"1204","GO:0048581","regulation of multicellular organismal process","Down","negative regulation of post-embryonic development",NA,3.99539508682089e-06,NA
"1205","GO:0048583","regulation of chemotaxis","Down, Up, Biomin","regulation of response to stimulus",1.96387102363346e-228,7.8445010362589e-180,1.14351474940747e-11
"1206","GO:0048584","regulation of chemotaxis","Down, Up, Biomin","positive regulation of response to stimulus",2.07652767601169e-115,3.05361592375847e-99,4.54290705847293e-06
"1207","GO:0048585","regulation of chemotaxis","Down, Up","negative regulation of response to stimulus",1.19244311214011e-104,2.1632436021928e-87,NA
"1208","GO:0048588","positive regulation of multicellular organism growth","Down, Up","developmental cell growth",1.80323687123618e-13,5.31255421196065e-11,NA
"1209","GO:0048589","positive regulation of multicellular organism growth","Down, Up","developmental growth",3.1032311229242e-41,5.29405634477035e-43,NA
"1210","GO:0048592","vulval development","Down, Up, Biomin","eye morphogenesis",1.84525190736259e-31,4.19869265905802e-28,9.33224031542511e-06
"1211","GO:0048593","vulval development","Down, Up","camera-type eye morphogenesis",1.48991658712562e-09,1.06189540997025e-07,NA
"1212","GO:0048598","embryo development ending in birth or egg hatching","Down, Up, Biomin","embryonic morphogenesis",8.68906025416899e-58,2.71680320514941e-63,1.35260433374483e-09
"1213","GO:0048599","reproduction","Down, Up","oocyte development",1.70645227551475e-13,1.46052717810334e-16,NA
"1214","GO:0048608","nervous system development","Down, Up","reproductive structure development",4.03126205692159e-40,6.63506202548188e-36,NA
"1215","GO:0048609","reproduction","Down, Up, Biomin","multicellular organismal reproductive process",7.09825694256772e-122,4.34673450314354e-115,4.54290705847293e-06
"1216","GO:0048638","positive regulation of multicellular organism growth","Down, Up","regulation of developmental growth",1.35972460429759e-47,3.25266506901677e-38,NA
"1217","GO:0048639","positive regulation of multicellular organism growth","Down, Up","positive regulation of developmental growth",1.13596000910636e-26,4.59692477897732e-21,NA
"1218","GO:0048640","positive regulation of multicellular organism growth","Down, Up","negative regulation of developmental growth",1.15284000187625e-15,5.07568636841974e-10,NA
"1219","GO:0048644","muscle organ development","Down, Up","muscle organ morphogenesis",5.03351270310379e-06,1.14597129711557e-06,NA
"1220","GO:0048646","anatomical structure morphogenesis","Down, Up, Biomin","anatomical structure formation involved in morphogenesis",4.7154153075224e-81,1.89170691968119e-81,2.8581253562877e-10
"1221","GO:0048663","cell fate specification","Down","neuron fate commitment",NA,3.73588672893063e-08,NA
"1222","GO:0048666","nervous system development","Down, Up, Biomin","neuron development",7.46853999228324e-87,5.77715161402494e-71,1.50991427053944e-09
"1223","GO:0048667","anatomical structure morphogenesis","Down, Up","cell morphogenesis involved in neuron differentiation",3.18793170669806e-52,9.21586169445604e-44,NA
"1224","GO:0048675","positive regulation of multicellular organism growth","Down, Up","axon extension",1.17348786209213e-06,7.87839015083936e-08,NA
"1225","GO:0048679","cell differentiation","Up","regulation of axon regeneration",6.61869461052909e-07,NA,NA
"1226","GO:0048699","nervous system development","Down, Up, Biomin","generation of neurons",1.12954486602784e-135,5.91018183683518e-114,4.37359367155759e-12
"1227","GO:0048729","morphogenesis of an epithelium","Down, Up, Biomin","tissue morphogenesis",2.64941609717153e-80,1.02706679812155e-66,9.4498687969336e-08
"1228","GO:0048731","nervous system development","Down, Up, Biomin","system development",6.52694586365075e-306,2.77936117632133e-267,0
"1229","GO:0048732","vulval development","Down, Up","gland development",1.11597559765097e-38,1.36780568555004e-41,NA
"1230","GO:0048806","nervous system development","Down, Up","genitalia development",1.77513562284096e-09,3.77765582415573e-08,NA
"1231","GO:0048812","anatomical structure morphogenesis","Down, Up","neuron projection morphogenesis",6.07119332368908e-56,1.12588688340391e-44,NA
"1232","GO:0048813","cilium assembly","Down, Up","dendrite morphogenesis",8.90796061282023e-16,1.61277337668537e-12,NA
"1233","GO:0048814","cilium assembly","Down, Up","regulation of dendrite morphogenesis",2.46348945116421e-13,4.25306658539458e-06,NA
"1234","GO:0048856","cell differentiation","Down, Up, Biomin","anatomical structure development",0,0,0
"1235","GO:0048858","anatomical structure morphogenesis","Down, Up","cell projection morphogenesis",1.28089871467446e-56,3.06997654122676e-45,NA
"1236","GO:0048863","cell fate specification","Down, Up","stem cell differentiation",4.01720747022311e-15,3.19640057171362e-11,NA
"1237","GO:0048869","cell differentiation","Down, Up, Biomin","cellular developmental process",6.0858086685232e-260,1.13335892536291e-230,0
"1238","GO:0048870","regulation of cell migration","Down, Up, Biomin","cell motility",1.12485895307218e-75,7.69168967615711e-60,1.50452017632537e-07
"1239","GO:0048871","intracellular calcium ion homeostasis","Down, Up","multicellular organismal-level homeostasis",3.43353934881244e-19,4.04797548738587e-16,NA
"1240","GO:0048872","intracellular calcium ion homeostasis","Down, Up","homeostasis of number of cells",1.03674486981949e-14,5.27600689221108e-18,NA
"1241","GO:0048878","intracellular calcium ion homeostasis","Down, Up, Biomin","chemical homeostasis",9.01795073407488e-63,1.28037343451334e-45,0
"1242","GO:0050000","nuclear migration","Up","chromosome localization",7.19136690784369e-09,NA,NA
"1243","GO:0050657","mRNA transport","Down, Up","nucleic acid transport",3.9860519358377e-16,4.04960607131314e-14,NA
"1244","GO:0050658","protein transport","Down, Up","RNA transport",3.9860519358377e-16,4.04960607131314e-14,NA
"1245","GO:0050673","positive regulation of cell population proliferation","Down, Up","epithelial cell proliferation",1.57451701821638e-08,3.27256515922186e-06,NA
"1246","GO:0050678","positive regulation of cell population proliferation","Down, Up","regulation of epithelial cell proliferation",1.48001562134707e-19,8.6238453965851e-15,NA
"1247","GO:0050679","positive regulation of cell population proliferation","Down, Up","positive regulation of epithelial cell proliferation",1.56665184817485e-11,3.95737269819862e-09,NA
"1248","GO:0050684","mRNA processing","Down, Up","regulation of mRNA processing",2.13215565350158e-13,1.21612823454823e-13,NA
"1249","GO:0050708","exocytosis","Down, Up","regulation of protein secretion",1.00483638663422e-21,3.23824264421036e-21,NA
"1250","GO:0050714","exocytosis","Down, Up","positive regulation of protein secretion",8.8948800440963e-14,2.1547515115583e-13,NA
"1251","GO:0050730","peptidyl-serine phosphorylation","Down, Up","regulation of peptidyl-tyrosine phosphorylation",4.83020006894249e-13,4.819489791882e-10,NA
"1252","GO:0050731","peptidyl-serine phosphorylation","Down, Up","positive regulation of peptidyl-tyrosine phosphorylation",1.73521847073646e-09,1.31185297906682e-06,NA
"1253","GO:0050764","vesicle-mediated transport","Down, Up","regulation of phagocytosis",3.10681841543657e-09,8.8531883451342e-06,NA
"1254","GO:0050766","vesicle-mediated transport","Up","positive regulation of phagocytosis",2.52341487584499e-06,NA,NA
"1255","GO:0050767","regulation of multicellular organismal process","Down, Up","regulation of neurogenesis",2.61718018489123e-72,9.88370005948484e-54,NA
"1256","GO:0050768","regulation of multicellular organismal process","Down, Up","negative regulation of neurogenesis",2.65523304579498e-26,3.33644990271456e-21,NA
"1257","GO:0050769","regulation of multicellular organismal process","Down, Up","positive regulation of neurogenesis",7.35050082065318e-46,2.52837521987272e-25,NA
"1258","GO:0050770","positive regulation of axon extension","Down, Up","regulation of axonogenesis",9.09672644986126e-19,4.27677744737658e-15,NA
"1259","GO:0050772","positive regulation of axon extension","Up","positive regulation of axonogenesis",2.98452620939311e-11,NA,NA
"1260","GO:0050773","cilium assembly","Down, Up","regulation of dendrite development",4.81627691375604e-19,3.24815204443237e-11,NA
"1261","GO:0050775","anatomical structure morphogenesis","Up","positive regulation of dendrite morphogenesis",7.43821289514321e-08,NA,NA
"1262","GO:0050776","innate immune response","Down, Up","regulation of immune response",2.47915066895117e-38,2.27343115456249e-33,NA
"1263","GO:0050777","innate immune response","Down","negative regulation of immune response",NA,2.00253909571832e-06,NA
"1264","GO:0050778","innate immune response","Down, Up","positive regulation of immune response",1.26653620335834e-26,5.04415853630591e-23,NA
"1265","GO:0050789","regulation of cellular process","Down, Up, Biomin","regulation of biological process",0,0,0
"1266","GO:0050790","regulation of catalytic activity","Down, Up","regulation of catalytic activity",9.13347471861427e-134,1.13040331759174e-102,NA
"1267","GO:0050793","regulation of neuron differentiation","Down, Up, Biomin","regulation of developmental process",2.65287444789322e-178,8.93929145628437e-152,1.42702622811401e-07
"1268","GO:0050794","regulation of cellular process","Down, Up, Biomin","regulation of cellular process",0,0,0
"1269","GO:0050795","olfactory behavior","Down, Up","regulation of behavior",1.70315616553428e-15,3.56494458398729e-11,NA
"1270","GO:0050796","regulation of membrane potential","Down, Up","regulation of insulin secretion",1.40835323143819e-07,3.11420437551817e-12,NA
"1271","GO:0050801","intracellular calcium ion homeostasis","Down, Up, Biomin","monoatomic ion homeostasis",8.65963102718815e-42,2.42544236042118e-32,0
"1272","GO:0050803","regulation of membrane potential","Down, Up","regulation of synapse structure or activity",1.06045118184469e-28,1.03385655402207e-28,NA
"1273","GO:0050804","intracellular receptor signaling pathway","Down, Up","modulation of chemical synaptic transmission",5.25348434185604e-23,2.30492328694513e-23,NA
"1274","GO:0050806","intracellular receptor signaling pathway","Down, Up","positive regulation of synaptic transmission",2.76771660853494e-08,3.23109473350906e-07,NA
"1275","GO:0050807","regulation of membrane potential","Down, Up","regulation of synapse organization",2.23287724087464e-27,1.77157564757698e-24,NA
"1276","GO:0050808","synapse organization","Down, Up","synapse organization",1.15346793734699e-20,1.07642498831094e-20,NA
"1277","GO:0050810","lipid metabolic process","Up","regulation of steroid biosynthetic process",6.89007778378735e-08,NA,NA
"1278","GO:0050817","blood coagulation","Down, Up","coagulation",3.98692514823717e-12,2.17185810754256e-10,NA
"1279","GO:0050818","blood coagulation","Up","regulation of coagulation",2.74370447108806e-06,NA,NA
"1280","GO:0050821","regulation of membrane potential","Down, Up","protein stabilization",1.57213072737568e-17,3.15299684028155e-14,NA
"1281","GO:0050829","defense response to Gram-negative bacterium","Down, Up","defense response to Gram-negative bacterium",6.780913594756e-07,1.32100783821471e-09,NA
"1282","GO:0050865","cell activation","Down, Up","regulation of cell activation",2.34068738768138e-21,1.34334976539185e-16,NA
"1283","GO:0050867","cell activation","Down, Up","positive regulation of cell activation",1.70973362630487e-13,2.05654516257784e-07,NA
"1284","GO:0050877","sensory perception of chemical stimulus","Down, Up","nervous system process",5.68088170880455e-54,5.33082727210445e-57,NA
"1285","GO:0050878","regulation of membrane potential","Down, Up","regulation of body fluid levels",5.57591937533355e-19,9.13002294827872e-17,NA
"1286","GO:0050890","sensory perception of chemical stimulus","Down, Up","cognition",3.08779440041354e-26,7.56626501868587e-27,NA
